origin|split_on_leg|drive_leg|avoid|destination|mode|units|timezone|departure_time|split_point|distance|end_y|end_x|duration_in_traffic-sec|duration-sec|start_x|start_y|distance|end_y|end_x|duration_in_traffic-sec|duration-sec|start_x|start_y
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 17:24:00-05:00|Harvard|20 ft|42.3732593|-71.1187348|1|2|-71.1186766|42.3732897|5.6 mi|42.374262|-71.030395|n/a|1534|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 17:24:00-05:00|Central|1.0 mi|42.3653463|-71.103606|469|431|-71.1186766|42.3732897|4.6 mi|42.374262|-71.030395|n/a|1271|-71.103802|42.365486
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 17:24:00-05:00|Park Street|3.6 mi|42.3563193|-71.0622047|1677|1153|-71.1191387|42.3736294|2.3 mi|42.374262|-71.030395|n/a|897|-71.0623081|42.3563808
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 17:24:00-05:00|State|3.7 mi|42.3586466|-71.057326|n/a|1257|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|769|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 17:24:00-05:00|Maverick|4.9 mi|42.3691186|-71.0395296|n/a|1414|-71.118956|42.373362|1.4 mi|42.3747715|-71.0290294|316|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 17:24:00-05:00|Government Center|3.6 mi|42.3597135|-71.0591799|n/a|1147|-71.118956|42.373362|2.9 mi|42.3747715|-71.0290294|612|531|-71.0597895|42.3596291
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 17:24:00-05:00|Airport Station|5.6 mi|42.374262|-71.030395|n/a|1533|-71.118956|42.373362|0.6 mi|42.3747715|-71.0290294|104|108|-71.0305389|42.3745164
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 17:24:00-05:00|Aquarium|4.0 mi|42.3597918|-71.0515702|n/a|1638|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|793|669|-71.0515464|42.3596586
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-12 17:36:00-05:00||9.1 mi|42.3747715|-71.0290294|2307|1677|-71.1191387|42.3736294|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 17:36:00-05:00||5.6 mi|42.374262|-71.030395|n/a|1413|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 17:36:00-05:00||5.6 mi|42.374262|-71.030395|n/a|1658|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 17:36:00-05:00|Kendall|2.3 mi|42.3623895|-71.0862031|981|702|-71.1191387|42.3736294|3.7 mi|42.374262|-71.030395|n/a|556|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 17:36:00-05:00|Charles/MGH|2.9 mi|42.3611521|-71.070619|1188|852|-71.1191387|42.3736294|2.7 mi|42.374262|-71.030395|n/a|1085|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 17:36:00-05:00|Harvard|20 ft|42.3732593|-71.1187348|1|2|-71.1186766|42.3732897|5.6 mi|42.374262|-71.030395|n/a|2040|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 17:36:00-05:00|Central|1.0 mi|42.3653463|-71.103606|516|431|-71.1186766|42.3732897|4.7 mi|42.374262|-71.030395|n/a|604|-71.103802|42.365486
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 17:36:00-05:00|Park Street|5.1 mi|42.3563193|-71.0622047|1506|946|-71.1191387|42.3736294|2.3 mi|42.374262|-71.030395|n/a|850|-71.0623081|42.3563808
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 17:36:00-05:00|State|3.7 mi|42.3586466|-71.057326|n/a|1251|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|716|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 17:36:00-05:00|Maverick|5.0 mi|42.3691186|-71.0395296|n/a|1419|-71.118956|42.373362|1.4 mi|42.3747715|-71.0290294|321|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 17:36:00-05:00|Aquarium|4.0 mi|42.3597918|-71.0515702|n/a|1632|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|770|669|-71.0515464|42.3596586
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 17:36:00-05:00|Airport Station|5.6 mi|42.374262|-71.030395|n/a|1539|-71.118956|42.373362|0.6 mi|42.3747715|-71.0290294|103|108|-71.0305389|42.3745164
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-12 17:48:00-05:00||9.1 mi|42.3747715|-71.0290294|2067|1677|-71.1191387|42.3736294|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 17:48:00-05:00||5.6 mi|42.374262|-71.030395|n/a|1252|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 17:48:00-05:00||5.6 mi|42.374262|-71.030395|n/a|1252|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 17:48:00-05:00|Kendall|2.3 mi|42.3623895|-71.0862031|774|702|-71.1191387|42.3736294|3.7 mi|42.374262|-71.030395|n/a|4294967199|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 17:48:00-05:00|Charles/MGH|2.9 mi|42.3611521|-71.070619|1037|852|-71.1191387|42.3736294|2.7 mi|42.374262|-71.030395|n/a|1098|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 17:48:00-05:00|Harvard|20 ft|42.3732593|-71.1187348|2|2|-71.1186766|42.3732897|5.6 mi|42.374262|-71.030395|n/a|1088|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 17:48:00-05:00|Central|1.0 mi|42.3653463|-71.103606|466|431|-71.1186766|42.3732897|4.7 mi|42.374262|-71.030395|n/a|299|-71.103802|42.365486
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 17:48:00-05:00|Park Street|5.1 mi|42.3563193|-71.0622047|1265|946|-71.1191387|42.3736294|2.3 mi|42.374262|-71.030395|n/a|853|-71.0623081|42.3563808
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 17:48:00-05:00|State|3.7 mi|42.3586466|-71.057326|n/a|1252|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|707|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 17:48:00-05:00|Maverick|4.9 mi|42.3691186|-71.0395296|n/a|983|-71.118956|42.373362|1.4 mi|42.3747715|-71.0290294|318|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 17:48:00-05:00|Government Center|3.6 mi|42.3597135|-71.0591799|n/a|1148|-71.118956|42.373362|2.9 mi|42.3747715|-71.0290294|570|531|-71.0597895|42.3596291
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 17:48:00-05:00|Airport Station|5.6 mi|42.374262|-71.030395|n/a|1103|-71.118956|42.373362|0.6 mi|42.3747715|-71.0290294|104|108|-71.0305389|42.3745164
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 17:48:00-05:00|Aquarium|4.0 mi|42.3597918|-71.0515702|n/a|1633|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|748|669|-71.0515464|42.3596586
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-12 18:00:00-05:00||8.8 mi|42.3747715|-71.0290294|2026|1709|-71.1186766|42.3732897|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 18:00:00-05:00||5.6 mi|42.374262|-71.030395|n/a|358|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 18:00:00-05:00||5.6 mi|42.374262|-71.030395|n/a|358|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 18:00:00-05:00|Kendall|2.3 mi|42.3623895|-71.0862031|768|702|-71.1191387|42.3736294|3.6 mi|42.374262|-71.030395|n/a|4294966399|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 18:00:00-05:00|Downtown Crossing|5.8 mi|42.3549395|-71.05975|1456|1108|-71.1186766|42.3732897|2.2 mi|42.374262|-71.030395|n/a|746|-71.0599775|42.3550909
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 18:00:00-05:00|Charles/MGH|2.9 mi|42.3611521|-71.070619|1077|852|-71.1191387|42.3736294|2.7 mi|42.374262|-71.030395|n/a|1075|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 18:00:00-05:00|Harvard|20 ft|42.3732593|-71.1187348|2|2|-71.1186766|42.3732897|5.4 mi|42.374262|-71.030395|n/a|340|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 18:00:00-05:00|Central|1.0 mi|42.3653463|-71.103606|473|431|-71.1186766|42.3732897|4.5 mi|42.374262|-71.030395|n/a|4294966823|-71.103802|42.365486
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 18:00:00-05:00|State|3.7 mi|42.3586466|-71.057326|n/a|1257|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|766|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 18:00:00-05:00|Maverick|4.8 mi|42.3691186|-71.0395296|n/a|220|-71.118956|42.373362|1.4 mi|42.3747715|-71.0290294|317|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 18:00:00-05:00|Aquarium|3.9 mi|42.3597918|-71.0515702|n/a|1590|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|663|669|-71.0515464|42.3596586
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 18:00:00-05:00|Airport Station|5.4 mi|42.374262|-71.030395|n/a|340|-71.118956|42.373362|0.6 mi|42.3747715|-71.0290294|104|108|-71.0305389|42.3745164
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-12 18:12:00-05:00||7.3 mi|42.3747715|-71.0290294|1961|1969|-71.1191387|42.3736294|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 18:12:00-05:00||5.6 mi|42.374262|-71.030395|n/a|4294967144|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 18:12:00-05:00||5.6 mi|42.374262|-71.030395|n/a|4294967144|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 18:12:00-05:00|Kendall|2.3 mi|42.3623895|-71.0862031|705|702|-71.1191387|42.3736294|3.8 mi|42.374262|-71.030395|n/a|4294966375|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 18:12:00-05:00|Downtown Crossing|5.8 mi|42.3549395|-71.05975|1307|1108|-71.1186766|42.3732897|2.2 mi|42.374262|-71.030395|n/a|743|-71.0599775|42.3550909
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 18:12:00-05:00|Charles/MGH|2.9 mi|42.3611521|-71.070619|904|852|-71.1191387|42.3736294|2.7 mi|42.374262|-71.030395|n/a|1065|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 18:12:00-05:00|Harvard|20 ft|42.3732593|-71.1187348|2|2|-71.1186766|42.3732897|5.6 mi|42.374262|-71.030395|n/a|4294967093|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 18:12:00-05:00|Central|1.0 mi|42.3653463|-71.103606|470|431|-71.1186766|42.3732897|4.7 mi|42.374262|-71.030395|n/a|4294966535|-71.103802|42.365486
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 18:12:00-05:00|State|3.7 mi|42.3586466|-71.057326|n/a|1232|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|628|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 18:12:00-05:00||5.0 mi|42.3691186|-71.0395296|n/a|4294966973|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 18:12:00-05:00|Aquarium|3.9 mi|42.3597918|-71.0515702|n/a|1565|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|610|669|-71.0515464|42.3596586
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 18:12:00-05:00||5.6 mi|42.374262|-71.030395|n/a|4294967093|-71.118956|42.373362|||||||
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-12 18:24:00-05:00||7.3 mi|42.3747715|-71.0290294|1923|1976|-71.1191387|42.3736294|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 18:24:00-05:00||5.6 mi|42.374262|-71.030395|n/a|4294966885|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 18:24:00-05:00||5.6 mi|42.374262|-71.030395|n/a|4294966885|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 18:24:00-05:00|Kendall|2.3 mi|42.3623895|-71.0862031|781|702|-71.1191387|42.3736294|3.6 mi|42.374262|-71.030395|n/a|4294966148|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 18:24:00-05:00|Charles/MGH|3.9 mi|42.3611521|-71.070619|886|845|-71.1186766|42.3732897|2.7 mi|42.374262|-71.030395|n/a|1050|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 18:24:00-05:00|Harvard|20 ft|42.3732593|-71.1187348|2|2|-71.1186766|42.3732897|5.6 mi|42.374262|-71.030395|n/a|4294966463|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 18:24:00-05:00|Central|1.0 mi|42.3653463|-71.103606|448|431|-71.1186766|42.3732897|4.5 mi|42.374262|-71.030395|n/a|4294966217|-71.103802|42.365486
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 18:24:00-05:00|Park Street|5.1 mi|42.3563193|-71.0622047|1233|946|-71.1191387|42.3736294|2.3 mi|42.374262|-71.030395|n/a|800|-71.0623081|42.3563808
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 18:24:00-05:00|State|3.7 mi|42.3586466|-71.057326|n/a|1230|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|639|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 18:24:00-05:00||5.0 mi|42.3691186|-71.0395296|n/a|4294966343|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 18:24:00-05:00|Government Center|3.6 mi|42.3597135|-71.0591799|n/a|1126|-71.118956|42.373362|2.9 mi|42.3747715|-71.0290294|548|531|-71.0597895|42.3596291
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 18:24:00-05:00||5.6 mi|42.374262|-71.030395|n/a|4294966463|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 18:24:00-05:00|Aquarium|4.0 mi|42.3597918|-71.0515702|n/a|1611|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|633|669|-71.0515464|42.3596586
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-12 18:36:00-05:00||10.7 mi|42.3747715|-71.0290294|1862|1541|-71.1191387|42.3736294|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 18:36:00-05:00||5.4 mi|42.374262|-71.030395|n/a|4294966503|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 18:36:00-05:00||5.4 mi|42.374262|-71.030395|n/a|4294966503|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 18:36:00-05:00|Kendall|2.3 mi|42.3623895|-71.0862031|672|702|-71.1191387|42.3736294|3.7 mi|42.374262|-71.030395|n/a|4294965278|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 18:36:00-05:00|Charles/MGH|2.9 mi|42.3611521|-71.070619|843|852|-71.1191387|42.3736294|2.7 mi|42.374262|-71.030395|n/a|1242|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 18:36:00-05:00|Harvard|20 ft|42.3732593|-71.1187348|2|2|-71.1186766|42.3732897|5.6 mi|42.374262|-71.030395|n/a|4294966605|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 18:36:00-05:00|Central|1.0 mi|42.3653463|-71.103606|445|431|-71.1186766|42.3732897|4.6 mi|42.374262|-71.030395|n/a|4294965720|-71.103802|42.365486
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 18:36:00-05:00|Park Street|5.1 mi|42.3563193|-71.0622047|1016|946|-71.1191387|42.3736294|2.3 mi|42.374262|-71.030395|n/a|809|-71.0623081|42.3563808
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 18:36:00-05:00|State|3.7 mi|42.3586466|-71.057326|n/a|1224|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|742|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 18:36:00-05:00||4.9 mi|42.3691186|-71.0395296|n/a|4294966485|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 18:36:00-05:00|Aquarium|4.0 mi|42.3597918|-71.0515702|n/a|1605|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|635|669|-71.0515464|42.3596586
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 18:36:00-05:00||5.6 mi|42.374262|-71.030395|n/a|4294966605|-71.118956|42.373362|||||||
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-12 18:48:00-05:00||10.7 mi|42.3747715|-71.0290294|1763|1541|-71.1191387|42.3736294|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 18:48:00-05:00||5.4 mi|42.374262|-71.030395|n/a|4294965338|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 18:48:00-05:00||5.4 mi|42.374262|-71.030395|n/a|4294965338|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 18:48:00-05:00|Kendall|2.3 mi|42.3623895|-71.0862031|692|702|-71.1191387|42.3736294|3.6 mi|42.374262|-71.030395|n/a|4294964399|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 18:48:00-05:00|Charles/MGH|2.9 mi|42.3611521|-71.070619|797|852|-71.1191387|42.3736294|2.7 mi|42.374262|-71.030395|n/a|1053|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 18:48:00-05:00|Harvard|20 ft|42.3732593|-71.1187348|2|2|-71.1186766|42.3732897|5.4 mi|42.374262|-71.030395|n/a|4294965247|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 18:48:00-05:00|Central|1.0 mi|42.3653463|-71.103606|450|431|-71.1186766|42.3732897|4.5 mi|42.374262|-71.030395|n/a|4294964276|-71.103802|42.365486
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 18:48:00-05:00|Park Street|5.1 mi|42.3563193|-71.0622047|1052|946|-71.1191387|42.3736294|2.3 mi|42.374262|-71.030395|n/a|809|-71.0623081|42.3563808
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 18:48:00-05:00|State|3.7 mi|42.3586466|-71.057326|n/a|1174|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|671|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 18:48:00-05:00||4.8 mi|42.3691186|-71.0395296|n/a|4294965097|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 18:48:00-05:00|Aquarium|4.0 mi|42.3597918|-71.0515702|n/a|1555|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|615|669|-71.0515464|42.3596586
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 18:48:00-05:00||5.4 mi|42.374262|-71.030395|n/a|4294965217|-71.118956|42.373362|||||||
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-12 19:00:00-05:00||10.7 mi|42.3747715|-71.0290294|1632|1541|-71.1191387|42.3736294|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:00:00-05:00||5.6 mi|42.374262|-71.030395|n/a|4294965049|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:00:00-05:00||5.6 mi|42.374262|-71.030395|n/a|4294965049|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:00:00-05:00|Kendall|2.3 mi|42.3623895|-71.0862031|672|702|-71.1191387|42.3736294|3.7 mi|42.374262|-71.030395|n/a|1500|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:00:00-05:00|Downtown Crossing|5.8 mi|42.3549395|-71.05975|1066|1108|-71.1186766|42.3732897|2.2 mi|42.374262|-71.030395|n/a|753|-71.0599775|42.3550909
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:00:00-05:00|Charles/MGH|2.9 mi|42.3611521|-71.070619|819|852|-71.1191387|42.3736294|2.7 mi|42.374262|-71.030395|n/a|1242|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:00:00-05:00|Harvard|20 ft|42.3732593|-71.1187348|2|2|-71.1186766|42.3732897|5.6 mi|42.374262|-71.030395|n/a|4294965359|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:00:00-05:00|Central|1.0 mi|42.3653463|-71.103606|408|431|-71.1186766|42.3732897|4.6 mi|42.374262|-71.030395|n/a|4294965091|-71.103802|42.365486
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:00:00-05:00|State|3.7 mi|42.3586466|-71.057326|n/a|1199|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|640|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:00:00-05:00||4.9 mi|42.3691186|-71.0395296|n/a|4294965239|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:00:00-05:00|Aquarium|4.0 mi|42.3597918|-71.0515702|n/a|1580|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|609|669|-71.0515464|42.3596586
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:00:00-05:00||5.6 mi|42.374262|-71.030395|n/a|4294965359|-71.118956|42.373362|||||||
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-12 19:12:00-05:00||10.7 mi|42.3747715|-71.0290294|1508|1541|-71.1191387|42.3736294|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:12:00-05:00||5.6 mi|42.374262|-71.030395|n/a|1860|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:12:00-05:00||5.6 mi|42.374262|-71.030395|n/a|1860|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:12:00-05:00|Kendall|2.3 mi|42.3623895|-71.0862031|685|702|-71.1191387|42.3736294|3.7 mi|42.374262|-71.030395|n/a|1560|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:12:00-05:00|Charles/MGH|2.9 mi|42.3611521|-71.070619|822|852|-71.1191387|42.3736294|2.7 mi|42.374262|-71.030395|n/a|1054|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:12:00-05:00|Harvard|20 ft|42.3732593|-71.1187348|2|2|-71.1186766|42.3732897|5.6 mi|42.374262|-71.030395|n/a|4294965935|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:12:00-05:00|Central|1.0 mi|42.3653463|-71.103606|413|431|-71.1186766|42.3732897|4.6 mi|42.374262|-71.030395|n/a|4294966298|-71.103802|42.365486
