origin|split_on_leg|drive_leg|avoid|destination|mode|units|timezone|departure_time|split_point|distance|end_y|end_x|duration_in_traffic-sec|duration-sec|start_x|start_y|distance|end_y|end_x|duration_in_traffic-sec|duration-sec|start_x|start_y
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-12 14:00:00-05:00||9.4 mi|42.3747715|-71.0290294|2191|1829|-71.1191387|42.3736294|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 14:00:00-05:00||5.6 mi|42.374262|-71.030395|n/a|1852|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 14:00:00-05:00||5.6 mi|42.374262|-71.030395|n/a|1852|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 14:00:00-05:00|Kendall|2.3 mi|42.3623895|-71.0862031|828|702|-71.1191387|42.3736294|3.7 mi|42.374262|-71.030395|n/a|1546|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 14:00:00-05:00|Downtown Crossing|5.8 mi|42.3549395|-71.05975|1374|1108|-71.1186766|42.3732897|2.2 mi|42.374262|-71.030395|n/a|768|-71.0599775|42.3550909
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 14:00:00-05:00|Charles/MGH|2.9 mi|42.3611521|-71.070619|952|852|-71.1191387|42.3736294|2.7 mi|42.374262|-71.030395|n/a|1063|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 14:00:00-05:00|Harvard|20 ft|42.3732593|-71.1187348|2|2|-71.1186766|42.3732897|5.6 mi|42.374262|-71.030395|n/a|1826|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 14:00:00-05:00|Central|1.0 mi|42.3653463|-71.103606|440|431|-71.1186766|42.3732897|4.7 mi|42.374262|-71.030395|n/a|1872|-71.103802|42.365486
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 14:00:00-05:00|State|3.7 mi|42.3586466|-71.057326|n/a|1130|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|632|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 14:00:00-05:00|Maverick|5.0 mi|42.3691186|-71.0395296|n/a|1706|-71.118956|42.373362|1.4 mi|42.3747715|-71.0290294|341|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 14:00:00-05:00|Aquarium|4.0 mi|42.3597918|-71.0515702|n/a|1511|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|652|669|-71.0515464|42.3596586
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 14:00:00-05:00|Airport Station|5.6 mi|42.374262|-71.030395|n/a|1826|-71.118956|42.373362|0.6 mi|42.3747715|-71.0290294|105|108|-71.0305389|42.3745164
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-12 14:12:00-05:00||8.9 mi|42.3747715|-71.0290294|2260|1856|-71.1191387|42.3736294|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 14:12:00-05:00||5.6 mi|42.374262|-71.030395|n/a|1963|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 14:12:00-05:00||5.6 mi|42.374262|-71.030395|n/a|1963|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 14:12:00-05:00|Kendall|2.3 mi|42.3623895|-71.0862031|789|702|-71.1191387|42.3736294|3.6 mi|42.374262|-71.030395|n/a|1464|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 14:12:00-05:00|Downtown Crossing|5.8 mi|42.3549395|-71.05975|1294|1108|-71.1186766|42.3732897|2.2 mi|42.374262|-71.030395|n/a|769|-71.0599775|42.3550909
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 14:12:00-05:00|Charles/MGH|2.9 mi|42.3611521|-71.070619|957|852|-71.1191387|42.3736294|2.7 mi|42.374262|-71.030395|n/a|1088|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 14:12:00-05:00|Harvard|20 ft|42.3732593|-71.1187348|2|2|-71.1186766|42.3732897|5.6 mi|42.374262|-71.030395|n/a|1958|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 14:12:00-05:00|Central|1.0 mi|42.3653463|-71.103606|460|431|-71.1186766|42.3732897|4.5 mi|42.374262|-71.030395|n/a|1487|-71.103802|42.365486
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 14:12:00-05:00|State|3.7 mi|42.3586466|-71.057326|n/a|1142|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|610|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 14:12:00-05:00|Maverick|5.0 mi|42.3691186|-71.0395296|n/a|1839|-71.118956|42.373362|1.4 mi|42.3747715|-71.0290294|368|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 14:12:00-05:00|Aquarium|4.0 mi|42.3597918|-71.0515702|n/a|1523|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|683|669|-71.0515464|42.3596586
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 14:12:00-05:00|Airport Station|5.6 mi|42.374262|-71.030395|n/a|1959|-71.118956|42.373362|0.6 mi|42.3747715|-71.0290294|103|108|-71.0305389|42.3745164
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-12 14:24:00-05:00||8.2 mi|42.3747715|-71.0290294|2443|1995|-71.1191387|42.3736294|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 14:24:00-05:00||5.6 mi|42.374262|-71.030395|n/a|1892|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 14:24:00-05:00||5.6 mi|42.374262|-71.030395|n/a|1892|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 14:24:00-05:00|Kendall|2.3 mi|42.3623895|-71.0862031|811|702|-71.1191387|42.3736294|3.7 mi|42.374262|-71.030395|n/a|1590|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 14:24:00-05:00|Downtown Crossing|5.8 mi|42.3549395|-71.05975|1370|1108|-71.1186766|42.3732897|2.2 mi|42.374262|-71.030395|n/a|766|-71.0599775|42.3550909
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 14:24:00-05:00|Charles/MGH|2.9 mi|42.3611521|-71.070619|1019|852|-71.1191387|42.3736294|2.7 mi|42.374262|-71.030395|n/a|1089|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 14:24:00-05:00|Harvard|20 ft|42.3732593|-71.1187348|2|2|-71.1186766|42.3732897|5.6 mi|42.374262|-71.030395|n/a|1885|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 14:24:00-05:00|Central|1.0 mi|42.3653463|-71.103606|462|431|-71.1186766|42.3732897|4.7 mi|42.374262|-71.030395|n/a|2003|-71.103802|42.365486
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 14:24:00-05:00|State|3.7 mi|42.3586466|-71.057326|n/a|1234|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|643|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 14:24:00-05:00|Maverick|5.0 mi|42.3691186|-71.0395296|n/a|1772|-71.118956|42.373362|1.4 mi|42.3747715|-71.0290294|361|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 14:24:00-05:00|Aquarium|4.0 mi|42.3597918|-71.0515702|n/a|1507|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|623|669|-71.0515464|42.3596586
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 14:24:00-05:00|Airport Station|5.6 mi|42.374262|-71.030395|n/a|1892|-71.118956|42.373362|0.6 mi|42.3747715|-71.0290294|112|108|-71.0305389|42.3745164
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-12 14:36:00-05:00||8.9 mi|42.3747715|-71.0290294|2447|1841|-71.1191387|42.3736294|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 14:36:00-05:00||5.6 mi|42.374262|-71.030395|n/a|1991|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 14:36:00-05:00||5.6 mi|42.374262|-71.030395|n/a|1991|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 14:36:00-05:00|Kendall|2.3 mi|42.3623895|-71.0862031|735|702|-71.1191387|42.3736294|3.7 mi|42.374262|-71.030395|n/a|1458|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 14:36:00-05:00|Downtown Crossing|5.8 mi|42.3549395|-71.05975|1255|1108|-71.1186766|42.3732897|2.2 mi|42.374262|-71.030395|n/a|754|-71.0599775|42.3550909
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 14:36:00-05:00|Charles/MGH|2.9 mi|42.3611521|-71.070619|972|852|-71.1191387|42.3736294|2.7 mi|42.374262|-71.030395|n/a|1084|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 14:36:00-05:00|Harvard|20 ft|42.3732593|-71.1187348|2|2|-71.1186766|42.3732897|5.6 mi|42.374262|-71.030395|n/a|1962|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 14:36:00-05:00|Central|1.0 mi|42.3653463|-71.103606|426|431|-71.1186766|42.3732897|4.7 mi|42.374262|-71.030395|n/a|1634|-71.103802|42.365486
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 14:36:00-05:00|State|3.7 mi|42.3586466|-71.057326|n/a|1231|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|643|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 14:36:00-05:00|Maverick|5.0 mi|42.3691186|-71.0395296|n/a|1842|-71.118956|42.373362|1.4 mi|42.3747715|-71.0290294|381|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 14:36:00-05:00|Aquarium|4.0 mi|42.3597918|-71.0515702|n/a|1612|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|806|750|-71.0515464|42.3596586
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 14:36:00-05:00|Airport Station|5.6 mi|42.374262|-71.030395|n/a|1962|-71.118956|42.373362|0.6 mi|42.3747715|-71.0290294|104|108|-71.0305389|42.3745164
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-12 14:48:00-05:00||9.4 mi|42.3747715|-71.0290294|2255|1758|-71.1191387|42.3736294|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 14:48:00-05:00||5.6 mi|42.374262|-71.030395|n/a|1836|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 14:48:00-05:00||5.4 mi|42.374262|-71.030395|n/a|1576|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 14:48:00-05:00|Kendall|2.3 mi|42.3623895|-71.0862031|723|702|-71.1191387|42.3736294|3.6 mi|42.374262|-71.030395|n/a|1267|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 14:48:00-05:00|Downtown Crossing|5.8 mi|42.3549395|-71.05975|1364|1108|-71.1186766|42.3732897|2.2 mi|42.374262|-71.030395|n/a|752|-71.0599775|42.3550909
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 14:48:00-05:00|Charles/MGH|2.9 mi|42.3611521|-71.070619|952|852|-71.1191387|42.3736294|2.7 mi|42.374262|-71.030395|n/a|1067|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 14:48:00-05:00|Harvard|20 ft|42.3732593|-71.1187348|2|2|-71.1186766|42.3732897|5.4 mi|42.374262|-71.030395|n/a|1571|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 14:48:00-05:00|Central|1.0 mi|42.3653463|-71.103606|421|431|-71.1186766|42.3732897|4.5 mi|42.374262|-71.030395|n/a|1439|-71.103802|42.365486
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 14:48:00-05:00|State|3.7 mi|42.3586466|-71.057326|n/a|1235|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|744|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 14:48:00-05:00|Maverick|4.8 mi|42.3691186|-71.0395296|n/a|1451|-71.118956|42.373362|1.4 mi|42.3747715|-71.0290294|436|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 14:48:00-05:00|Aquarium|4.0 mi|42.3597918|-71.0515702|n/a|1616|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|763|669|-71.0515464|42.3596586
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 14:48:00-05:00|Airport Station|5.4 mi|42.374262|-71.030395|n/a|1571|-71.118956|42.373362|0.6 mi|42.3747715|-71.0290294|103|108|-71.0305389|42.3745164
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-12 15:00:00-05:00||8.8 mi|42.3747715|-71.0290294|2253|1724|-71.1186766|42.3732897|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 15:00:00-05:00||5.7 mi|42.374262|-71.030395|n/a|1757|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 15:00:00-05:00||5.7 mi|42.374262|-71.030395|n/a|1752|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 15:00:00-05:00|Kendall|2.3 mi|42.3623895|-71.0862031|848|702|-71.1191387|42.3736294|3.6 mi|42.374262|-71.030395|n/a|1421|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 15:00:00-05:00|Downtown Crossing|5.8 mi|42.3549395|-71.05975|1434|1108|-71.1186766|42.3732897|2.2 mi|42.374262|-71.030395|n/a|755|-71.0599775|42.3550909
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 15:00:00-05:00|Charles/MGH|2.9 mi|42.3611521|-71.070619|940|852|-71.1191387|42.3736294|2.7 mi|42.374262|-71.030395|n/a|1067|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 15:00:00-05:00|Harvard|20 ft|42.3732593|-71.1187348|2|2|-71.1186766|42.3732897|5.7 mi|42.374262|-71.030395|n/a|1753|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 15:00:00-05:00|Central|1.0 mi|42.3653463|-71.103606|423|431|-71.1186766|42.3732897|4.5 mi|42.374262|-71.030395|n/a|1402|-71.103802|42.365486
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 15:00:00-05:00|State|3.7 mi|42.3586466|-71.057326|n/a|1163|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|725|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 15:00:00-05:00|Maverick|5.0 mi|42.3691186|-71.0395296|n/a|1627|-71.118956|42.373362|1.4 mi|42.3747715|-71.0290294|386|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 15:00:00-05:00|Aquarium|4.0 mi|42.3597918|-71.0515702|n/a|1544|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|685|669|-71.0515464|42.3596586
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 15:00:00-05:00|Airport Station|5.7 mi|42.374262|-71.030395|n/a|1753|-71.118956|42.373362|0.6 mi|42.3747715|-71.0290294|106|108|-71.0305389|42.3745164
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-12 15:12:00-05:00||8.8 mi|42.3747715|-71.0290294|2337|1724|-71.1186766|42.3732897|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 15:12:00-05:00||5.4 mi|42.374262|-71.030395|n/a|1822|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 15:12:00-05:00||5.4 mi|42.374262|-71.030395|n/a|1811|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 15:12:00-05:00|Kendall|2.3 mi|42.3623895|-71.0862031|759|702|-71.1191387|42.3736294|3.8 mi|42.374262|-71.030395|n/a|1521|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 15:12:00-05:00|Charles/MGH|2.9 mi|42.3611521|-71.070619|977|852|-71.1191387|42.3736294|2.7 mi|42.374262|-71.030395|n/a|1079|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 15:12:00-05:00|Harvard|20 ft|42.3732593|-71.1187348|4|2|-71.1186766|42.3732897|5.4 mi|42.374262|-71.030395|n/a|1860|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 15:12:00-05:00|Central|1.0 mi|42.3653463|-71.103606|521|431|-71.1186766|42.3732897|4.7 mi|42.374262|-71.030395|n/a|1616|-71.103802|42.365486
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 15:12:00-05:00|Park Street|3.6 mi|42.3563193|-71.0622047|1411|1153|-71.1191387|42.3736294|2.3 mi|42.374262|-71.030395|n/a|864|-71.0623081|42.3563808
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 15:12:00-05:00|State|3.7 mi|42.3586466|-71.057326|n/a|1217|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|991|641|-71.0571914|42.3586696
