origin|avoid|destination|mode|units|timezone|departure_time|end_y|end_x|duration_in_traffic-sec|distance_m|duration-sec|start_x|start_y
John Hancock Center Chicago IL|tolls|(41.850149, -87.769499)|driving|imperial|central|2017-04-17 05:36:00-05:00|41.8501398|-87.77002069999999|1307|18960|1562|-87.6223382|41.898416
John Hancock Center Chicago IL|tolls|(41.850149, -87.75546066666666)|driving|imperial|central|2017-04-17 05:36:00-05:00|41.8501957|-87.755462|1231|17227|1492|-87.6223382|41.898416
John Hancock Center Chicago IL|tolls|(41.850149, -87.74142233333333)|driving|imperial|central|2017-04-17 05:36:00-05:00|41.8501427|-87.7417727|1241|16297|1485|-87.6223382|41.898416
John Hancock Center Chicago IL|tolls|(41.850149, -87.727384)|driving|imperial|central|2017-04-17 05:36:00-05:00|41.8501518|-87.7273858|1184|15046|1478|-87.6223382|41.898416
John Hancock Center Chicago IL||(41.880345, -87.769499)|transit|imperial|central|2017-04-17 05:36:00-05:00|41.880264|-87.76966100000001|n/a|14301|3502|-87.6223382|41.898416
John Hancock Center Chicago IL||(41.880345, -87.75546066666666)|transit|imperial|central|2017-04-17 05:36:00-05:00|41.880466|-87.755333|n/a|13114|3302|-87.6223382|41.898416
John Hancock Center Chicago IL||(41.880345, -87.74142233333333)|transit|imperial|central|2017-04-17 05:36:00-05:00|41.8805412|-87.7414263|n/a|11967|3134|-87.6223382|41.898416
John Hancock Center Chicago IL||(41.880345, -87.727384)|transit|imperial|central|2017-04-17 05:36:00-05:00|41.8807148|-87.727391|n/a|10618|2889|-87.6223382|41.898416
John Hancock Center Chicago IL||(41.87027966666667, -87.769499)|transit|imperial|central|2017-04-17 05:36:00-05:00|41.8700368|-87.7695292|n/a|16191|3228|-87.6223382|41.898416
John Hancock Center Chicago IL||(41.87027966666667, -87.75546066666666)|transit|imperial|central|2017-04-17 05:36:00-05:00|41.87028189999999|-87.7553298|n/a|13915|3328|-87.6223382|41.898416
John Hancock Center Chicago IL||(41.87027966666667, -87.74142233333333)|transit|imperial|central|2017-04-17 05:36:00-05:00|41.8705003|-87.7414271|n/a|13339|2903|-87.6223382|41.898416
